  -2.7859252e+00  -2.6627247e+00  -2.5331775e+00  -2.3950788e+00  -2.2452294e+00
  -3.2575302e+00  -3.1150053e+00  -2.9677218e+00  -2.8153128e+00  -2.6583750e+00
  -3.6557054e+00  -3.4988200e+00  -3.3410141e+00  -3.1814602e+00  -3.0182972e+00
  -4.0126777e+00  -3.8478270e+00  -3.6818616e+00  -3.5146987e+00  -3.3466708e+00
  -4.3445946e+00  -4.1707741e+00  -3.9985378e+00  -3.8267689e+00  -3.6540987e+00
  -4.6587784e+00  -4.4782555e+00  -4.2989139e+00  -4.1212509e+00  -3.9449878e+00
  -4.9588324e+00  -4.7717494e+00  -4.5874034e+00  -4.4045410e+00  -4.2231880e+00
  -5.2500010e+00  -5.0557394e+00  -4.8650793e+00  -4.6777611e+00  -4.4925581e+00
  -5.5326311e+00  -5.3325985e+00  -5.1359772e+00  -4.9428333e+00  -4.7532987e+00
  -5.8095735e+00  -5.6026784e+00  -5.4007617e+00  -5.2026103e+00  -5.0078657e+00
  -6.0824632e+00  -5.8687110e+00  -5.6602813e+00  -5.4570598e+00  -5.2579663e+00
  -6.3514891e+00  -6.1313813e+00  -5.9167852e+00  -5.7074547e+00  -5.5034399e+00
  -6.6186835e+00  -6.3911071e+00  -6.1704427e+00  -5.9554963e+00  -5.7457804e+00
