   1.4710994e+02   1.4532877e+02   1.4359823e+02   1.4191348e+02   1.4027525e+02
   1.4739040e+02   1.4559610e+02   1.4385821e+02   1.4217538e+02   1.4054267e+02
   1.4763969e+02   1.4583931e+02   1.4409471e+02   1.4240183e+02   1.4075942e+02
   1.4787699e+02   1.4606498e+02   1.4431128e+02   1.4261305e+02   1.4096589e+02
   1.4810819e+02   1.4628623e+02   1.4452230e+02   1.4281368e+02   1.4115848e+02
   1.4833850e+02   1.4650415e+02   1.4473000e+02   1.4301228e+02   1.4134758e+02
   1.4857169e+02   1.4672423e+02   1.4493763e+02   1.4320904e+02   1.4153528e+02
   1.4880924e+02   1.4694783e+02   1.4514859e+02   1.4340796e+02   1.4172311e+02
   1.4905396e+02   1.4717698e+02   1.4536378e+02   1.4361071e+02   1.4191425e+02
   1.4930725e+02   1.4741373e+02   1.4558530e+02   1.4381840e+02   1.4210961e+02
   1.4957082e+02   1.4765931e+02   1.4581466e+02   1.4403290e+02   1.4231050e+02
   1.4984646e+02   1.4791535e+02   1.4605303e+02   1.4425535e+02   1.4251844e+02
   1.5013578e+02   1.4818340e+02   1.4630193e+02   1.4448696e+02   1.4273444e+02
