  -3.0435135e+00  -2.9549854e+00  -2.8295140e+00  -2.7172954e+00  -2.6317275e+00
  -3.6062834e+00  -3.3926506e+00  -3.2042123e+00  -3.1140129e+00  -2.9772467e+00
  -4.6710965e+00  -4.2676482e+00  -3.8001717e+00  -3.5121953e+00  -3.2838435e+00
  -4.4063542e+00  -4.3500258e+00  -4.5446442e+00  -4.3866004e+00  -3.8527992e+00
  -4.1040480e+00  -4.0715390e+00  -4.4932740e+00  -4.3592825e+00  -4.7677665e+00
  -4.3490545e+00  -4.2209037e+00  -4.1411281e+00  -4.1756093e+00  -4.7420414e+00
  -4.8502736e+00  -4.5423222e+00  -4.3730921e+00  -4.2473509e+00  -4.1867546e+00
  -5.7257296e+00  -5.1698994e+00  -4.7526268e+00  -4.5053512e+00  -4.3659740e+00
  -5.0743835e+00  -5.4093193e+00  -5.6013333e+00  -4.9707852e+00  -4.6877764e+00
  -5.1048809e+00  -5.1310608e+00  -5.3895427e+00  -7.2043510e+00  -5.2421040e+00
  -5.2918288e+00  -5.2695157e+00  -5.2650674e+00  -5.4692964e+00  -5.9998179e+00
  -5.7212829e+00  -5.5370152e+00  -5.4835707e+00  -5.4668571e+00  -5.5786668e+00
  -6.6201909e+00  -6.1957861e+00  -5.9944372e+00  -5.8843780e+00  -5.8614502e+00
