  -3.8667113e+00  -3.8457157e+00  -3.7891486e+00  -3.7607104e+00  -3.7745201e+00
  -4.3688595e+00  -4.2111833e+00  -4.0904869e+00  -4.0734970e+00  -4.0308545e+00
  -5.3622643e+00  -5.0195873e+00  -4.6135752e+00  -4.3943855e+00  -4.2481754e+00
  -5.0303707e+00  -5.0245306e+00  -5.2839700e+00  -5.1895717e+00  -4.7299487e+00
  -4.6555352e+00  -4.6746254e+00  -5.1517636e+00  -5.0759349e+00  -5.5544145e+00
  -4.8236187e+00  -4.7442106e+00  -4.7174943e+00  -4.8097099e+00  -5.4405564e+00
  -5.2419522e+00  -4.9797172e+00  -4.8599821e+00  -4.7904808e+00  -4.7895209e+00
  -6.0559311e+00  -5.5156662e+00  -5.1452500e+00  -4.9491779e+00  -4.8657964e+00
  -5.2676903e+00  -5.6487090e+00  -5.8865749e+00  -5.3034860e+00  -5.0726594e+00
  -5.1744904e+00  -5.2423007e+00  -5.5397379e+00  -7.2192920e+00  -5.4965283e+00
  -5.2027006e+00  -5.2208312e+00  -5.2593179e+00  -5.5034040e+00  -6.1042756e+00
  -5.4073548e+00  -5.2618871e+00  -5.2491797e+00  -5.2763646e+00  -5.4329016e+00
  -5.8784354e+00  -5.4915574e+00  -5.3286643e+00  -5.2605595e+00  -5.2820089e+00
